date,team,carm_post,carm_pre,carm_prob,elo_post,elo_pre,elo_prob,margin,score,won,make,won_prior,carm_prior,conference,margin_prior,score_prior
2016-03-19,CLE,1683.481117,1701.141178,0.516297994,1664.289708,1683.477721,0.550236352,-21,101,No,y,Yes,-14.373487,East,6,109
2016-03-21,CLE,1687.972929,1683.481117,0.87792076,1670.003377,1664.289708,0.848895128,33,124,Yes,y,No,-13.168249,East,-21,101
2016-03-23,CLE,1689.730613,1687.972929,0.884204966,1672.005445,1670.003377,0.869991448,9,113,Yes,y,Yes,6.249496,East,33,124
2016-03-24,CLE,1669.42401,1689.730613,0.82165166,1651.934614,1672.005445,0.816803013,-9,95,No,y,Yes,-18.548919,East,9,113
2016-03-26,CLE,1675.891448,1669.42401,0.71622776,1659.079977,1651.934614,0.691130902,14,107,Yes,y,No,-13.839165,East,-9,95
2016-03-29,CLE,1660.62618,1675.891448,0.79832337,1644.185037,1659.079977,0.787655872,-6,100,No,y,Yes,-8.79783,East,14,107
2016-03-31,CLE,1662.248195,1660.62618,0.932429323,1646.282746,1644.185037,0.914840781,20,107,Yes,y,No,-13.643253,East,-6,100
2016-12-29,CLE,1655.202155,1651.464534,0.725655145,1675.660381,1672.262881,0.747225959,6,124,Yes,y,Yes,-15.723367,East,20,107
2016-12-31,CLE,1666.422772,1655.202155,0.514082563,1686.344153,1675.660381,0.532595646,12,121,Yes,y,Yes,14.958238,East,6,124
2017-01-02,CLE,1668.376679,1666.422772,0.864664481,1687.908961,1686.344153,0.888918598,8,90,Yes,y,Yes,13.174524,East,12,121
2017-01-04,CLE,1642.255489,1668.376679,0.85082463,1660.226481,1687.908961,0.872124035,-12,94,No,y,Yes,-24.167283,East,8,90
2017-01-06,CLE,1644.389253,1642.255489,0.853688912,1662.977481,1660.226481,0.817001021,8,116,Yes,y,No,-23.987426,East,-12,94
2017-01-08,CLE,1647.737342,1644.389253,0.703515823,1665.777125,1662.977481,0.745588233,4,120,Yes,y,Yes,5.481853,East,8,116
2017-01-10,CLE,1640.84611,1647.737342,0.400726874,1657.079951,1665.777125,0.483381812,-8,92,No,y,Yes,-3.543143,East,4,120
2017-01-11,CLE,1624.725819,1640.84611,0.555548323,1640.375733,1657.079951,0.57061522,-16,86,No,y,No,-23.011523,East,-8,92
2017-01-13,CLE,1633.179653,1624.725819,0.613433251,1648.365936,1640.375733,0.63105584,12,120,Yes,y,No,-7.666457,East,-16,86
2017-01-16,CLE,1625.481497,1633.179653,0.189070512,1638.089763,1648.365936,0.2430516,-35,91,No,y,Yes,0.755678,East,12,120
2017-01-19,CLE,1628.136972,1625.481497,0.874744759,1640.408041,1638.089763,0.889009676,15,118,Yes,y,No,-5.042681,East,-35,91
2017-01-21,CLE,1621.938281,1628.136972,0.541549175,1634.262001,1640.408041,0.53803118,-3,115,No,y,Yes,-3.543216,East,15,118
2017-01-23,CLE,1614.871591,1621.938281,0.662649104,1626.753719,1634.262001,0.690372539,-2,122,No,y,No,-13.265381,East,-3,115
2017-01-25,CLE,1601.308974,1614.871591,0.832892471,1612.689781,1626.753719,0.847207369,-4,112,No,y,No,-20.629307,East,-2,122
2017-01-27,CLE,1602.461507,1601.308974,0.915511092,1613.79887,1612.689781,0.918376482,8,124,Yes,y,No,-12.410084,East,-4,112
2017-01-29,CLE,1611.047796,1602.461507,0.665441758,1622.739971,1613.79887,0.653890705,16,107,Yes,y,Yes,9.738822,East,8,124
2017-01-30,CLE,1600.655484,1611.047796,0.58734919,1612.052654,1622.739971,0.599555789,-7,97,No,y,Yes,-1.806023,East,16,107
2017-02-01,CLE,1608.811687,1600.655484,0.770862355,1618.782948,1612.052654,0.806153832,28,125,Yes,y,No,-2.236109,East,-7,97
2017-02-04,CLE,1615.180569,1608.811687,0.600119334,1624.80847,1618.782948,0.61795029,7,111,Yes,y,Yes,14.525085,East,28,125
2017-02-06,CLE,1623.968305,1615.180569,0.40795407,1633.878006,1624.80847,0.394124828,5,140,Yes,y,Yes,15.156618,East,7,111
2017-02-08,CLE,1637.400831,1623.968305,0.500899447,1647.489135,1633.878006,0.495718989,15,132,Yes,y,Yes,22.220262,East,5,140
2017-02-09,CLE,1629.709074,1637.400831,0.41414909,1638.10541,1647.489135,0.485817369,-9,109,No,y,Yes,5.740769,East,15,132
2017-02-11,CLE,1633.4758,1629.709074,0.835745367,1642.756772,1638.10541,0.802360329,16,125,Yes,y,No,-3.925031,East,-9,109
2017-02-14,CLE,1640.194158,1633.4758,0.607547805,1648.719367,1642.756772,0.644490448,8,116,Yes,y,Yes,10.485084,East,16,125
2017-02-15,CLE,1643.951388,1640.194158,0.773985053,1651.704586,1648.719367,0.815050271,9,113,Yes,y,Yes,10.475588,East,8,116
2017-02-23,CLE,1646.56396,1643.951388,0.876545465,1654.160704,1651.704586,0.883146829,15,119,Yes,y,Yes,6.369802,East,9,113
2017-02-25,CLE,1612.071789,1646.56396,0.854167702,1622.132169,1654.160704,0.824939319,-18,99,No,y,Yes,-31.879599,East,15,119
2017-02-27,CLE,1614.149963,1612.071789,0.847099576,1624.739818,1622.132169,0.813319568,7,102,Yes,y,No,-32.413997,East,-18,99
2017-03-01,CLE,1609.236693,1614.149963,0.408436666,1619.61722,1624.739818,0.422563708,-4,99,No,y,Yes,-2.835096,East,7,102
2017-03-03,CLE,1615.672825,1609.236693,0.534049113,1626.044041,1619.61722,0.53458622,5,135,Yes,y,No,1.522862,East,-4,99
2017-03-04,CLE,1593.915485,1615.672825,0.51786012,1605.558074,1626.044041,0.49410507,-28,92,No,y,Yes,-15.321208,East,5,135
2017-03-06,CLE,1578.951179,1593.915485,0.717396614,1590.856446,1605.558074,0.709273514,-8,98,No,y,No,-36.721646,East,-28,92
2017-12-02,CLE,1622.338389,1620.947556,0.874519285,1626.53891,1624.714994,0.840483666,5,116,Yes,y,Yes,5.107605,East,-8,98
2017-12-04,CLE,1628.964037,1622.338389,0.777855094,1635.923946,1626.53891,0.700387136,22,113,Yes,y,Yes,8.016481,East,5,116
2017-12-06,CLE,1630.020146,1628.964037,0.909780099,1637.168212,1635.923946,0.895523449,6,101,Yes,y,Yes,7.681757,East,22,113
2017-12-08,CLE,1623.184275,1630.020146,0.531087359,1630.975975,1637.168212,0.491788689,-4,102,No,y,Yes,-5.779762,East,6,101
2017-12-09,CLE,1626.996113,1623.184275,0.740444373,1633.239577,1630.975975,0.835131808,7,105,Yes,y,No,-3.024033,East,-4,102
2017-12-12,CLE,1628.301865,1626.996113,0.911220998,1635.079828,1633.239577,0.879374392,9,123,Yes,y,Yes,5.11759,East,7,105
2017-12-14,CLE,1630.602531,1628.301865,0.85294931,1637.126288,1635.079828,0.867436079,9,121,Yes,y,Yes,3.606418,East,9,123
2017-12-16,CLE,1634.244118,1630.602531,0.780033927,1641.800844,1637.126288,0.727167976,9,109,Yes,y,Yes,5.942253,East,9,121
2017-12-17,CLE,1644.72895,1634.244118,0.408799762,1650.829154,1641.800844,0.471828132,7,106,Yes,y,Yes,14.126419,East,9,109
2017-12-19,CLE,1638.331972,1644.72895,0.554662758,1644.377111,1650.829154,0.558266358,-3,116,No,y,Yes,4.087854,East,7,106
2017-12-21,CLE,1639.155135,1638.331972,0.903495703,1645.771616,1644.377111,0.845783243,3,115,Yes,y,No,-5.573815,East,-3,116
2017-12-25,CLE,1636.039152,1639.155135,0.218060282,1642.327047,1645.771616,0.237853674,-7,92,No,y,Yes,-2.29282,East,3,115
2017-12-27,CLE,1610.616432,1636.039152,0.798871476,1620.968773,1642.327047,0.720841547,-14,95,No,y,No,-28.538703,East,-7,92
2017-12-30,CLE,1605.726919,1610.616432,0.449591895,1615.303362,1620.968773,0.505219131,-3,101,No,y,No,-30.312233,East,-14,95
2018-02-03,CLE,1521.107962,1540.827968,0.44372823,1521.440859,1542.534546,0.468301487,-32,88,No,y,No,-89.50847,East,-3,101
2018-02-06,CLE,1500.403056,1521.107962,0.629603966,1503.055639,1521.440859,0.577389656,-18,98,No,y,No,-40.424912,East,-32,88
2018-02-07,CLE,1506.330159,1500.403056,0.415688378,1507.615132,1503.055639,0.522325509,2,140,Yes,y,No,-14.777803,East,-18,98
2018-02-09,CLE,1516.413534,1506.330159,0.617508074,1520.848612,1507.615132,0.523256198,16,123,Yes,y,Yes,16.010478,East,2,140
2018-02-11,CLE,1545.737729,1516.413534,0.275291762,1549.521169,1520.848612,0.285589266,22,121,Yes,y,Yes,39.40757,East,16,123
2018-02-13,CLE,1560.832655,1545.737729,0.278620681,1563.108988,1549.521169,0.326847476,8,120,Yes,y,Yes,44.419121,East,22,121
2018-02-22,CLE,1548.932378,1560.832655,0.647504316,1551.244813,1563.108988,0.646129671,-7,103,No,y,Yes,3.194649,East,8,120
2018-02-23,CLE,1565.248852,1548.932378,0.538735831,1565.020094,1551.244813,0.597803854,23,112,Yes,y,No,4.416197,East,-7,103
2018-02-25,CLE,1544.691072,1565.248852,0.6625791,1544.718479,1565.020094,0.656873376,-16,94,No,y,Yes,-4.241306,East,23,112
2018-02-27,CLE,1546.212146,1544.691072,0.875043825,1546.775128,1544.718479,0.836806107,6,129,Yes,y,No,-19.036706,East,-16,94
2018-03-01,CLE,1531.592914,1546.212146,0.619038089,1531.76262,1546.775128,0.6308973,-11,97,No,y,Yes,-13.098158,East,6,129
2018-03-03,CLE,1516.682098,1531.592914,0.683818874,1519.12585,1531.76262,0.609103604,-9,117,No,y,No,-29.530048,East,-11,97
2018-03-05,CLE,1524.208324,1516.682098,0.751964167,1526.933326,1519.12585,0.744003723,22,112,Yes,y,No,-7.38459,East,-9,117
2018-03-07,CLE,1534.548005,1524.208324,0.335257343,1537.486992,1526.933326,0.325904534,5,113,Yes,y,Yes,17.865907,East,22,112
2018-03-09,CLE,1527.294872,1534.548005,0.312807219,1530.077492,1537.486992,0.318496567,-14,102,No,y,Yes,3.086548,East,5,113
2018-03-11,CLE,1517.348003,1527.294872,0.406928496,1520.22672,1530.077492,0.403708177,-14,113,No,y,No,-17.200002,East,-14,102
2018-03-13,CLE,1527.342239,1517.348003,0.683991281,1530.236544,1520.22672,0.683574919,22,129,Yes,y,No,0.047367,East,-14,113
2018-03-15,CLE,1523.480413,1527.342239,0.24580696,1526.281965,1530.236544,0.25088699,-8,105,No,y,Yes,6.13241,East,22,129
2018-03-17,CLE,1529.26128,1523.480413,0.572583613,1532.348316,1526.281965,0.555610986,5,114,Yes,y,No,1.919041,East,-8,105
2018-03-19,CLE,1534.256524,1529.26128,0.673281949,1537.260479,1532.348316,0.677867096,7,124,Yes,y,Yes,10.776111,East,5,114
2018-03-21,CLE,1540.439287,1534.256524,0.459513483,1544.381654,1537.260479,0.399270755,3,132,Yes,y,Yes,11.178007,East,7,124
2018-03-23,CLE,1543.151766,1540.439287,0.906881825,1547.196229,1544.381654,0.903749701,25,120,Yes,y,Yes,8.895242,East,3,132
2018-03-25,CLE,1548.939194,1543.151766,0.630490882,1553.140252,1547.196229,0.622226566,7,121,Yes,y,Yes,8.499907,East,25,120
2018-03-27,CLE,1535.957332,1548.939194,0.427318905,1540.744974,1553.140252,0.411541177,-19,79,No,y,Yes,-7.194434,East,7,121
2018-03-28,CLE,1553.063547,1535.957332,0.35842603,1554.972406,1540.744974,0.439155318,13,118,Yes,y,No,4.124353,East,-19,79
2018-03-30,CLE,1557.848932,1553.063547,0.634034686,1559.515644,1554.972406,0.649529227,5,107,Yes,y,Yes,21.8916,East,13,118
2018-04-01,CLE,1561.166205,1557.848932,0.817921366,1562.910503,1559.515644,0.814194699,11,98,Yes,y,Yes,8.102658,East,5,107
2018-04-03,CLE,1569.270502,1561.166205,0.48139614,1570.903065,1562.910503,0.486949261,6,112,Yes,y,Yes,11.42157,East,11,98
2018-04-05,CLE,1572.323894,1569.270502,0.725923739,1573.980414,1570.903065,0.724085149,4,119,Yes,y,Yes,11.157689,East,6,112
2018-04-06,CLE,1570.499321,1572.323894,0.221749707,1571.648526,1573.980414,0.273983086,-2,130,No,y,Yes,1.228819,East,4,119
2018-04-09,CLE,1578.474698,1570.499321,0.661154085,1579.727989,1571.648526,0.657451416,14,123,Yes,y,No,6.150804,East,-2,130
2018-12-01,CLE,1358.236405,1361.099222,0.159956732,1426.852607,1433.679209,0.33878705,-11,95,No,n,No,-7.583194,East,14,123
2018-12-03,CLE,1366.286675,1358.236405,0.277652896,1433.420754,1426.852607,0.370428005,2,99,Yes,n,No,5.187453,East,-11,95
2018-12-05,CLE,1358.082683,1366.286675,0.253360293,1420.174702,1433.420754,0.379875939,-24,105,No,n,Yes,-0.153722,East,2,99
2018-12-07,CLE,1340.600053,1358.082683,0.540493196,1400.333093,1420.174702,0.594288409,-19,110,No,n,No,-25.686622,East,-24,105
2018-12-08,CLE,1358.929941,1340.600053,0.369731447,1412.279356,1400.333093,0.545173586,15,116,Yes,n,No,0.847258,East,-19,110
2018-12-10,CLE,1356.101652,1358.929941,0.127477893,1409.063006,1412.279356,0.142873171,-16,92,No,n,Yes,15.501599,East,15,116
2018-12-12,CLE,1361.338689,1356.101652,0.660044248,1413.660406,1409.063006,0.695411851,7,113,Yes,n,No,2.408748,East,-16,92
2018-12-14,CLE,1355.786657,1361.338689,0.271321368,1405.987127,1413.660406,0.356731148,-12,102,No,n,Yes,-0.314995,East,7,113
2018-12-16,CLE,1344.806195,1355.786657,0.333162871,1391.794912,1405.987127,0.412124324,-23,105,No,n,No,-16.532494,East,-12,102
2018-12-18,CLE,1354.978938,1344.806195,0.109009888,1401.400105,1391.794912,0.128259662,1,92,Yes,n,No,-0.807719,East,-23,105
2018-12-19,CLE,1351.681344,1354.978938,0.181131194,1396.385158,1401.400105,0.260702866,-11,99,No,n,Yes,6.875149,East,1,92
2018-12-21,CLE,1350.202118,1351.681344,0.071369121,1394.050356,1396.385158,0.107467423,-16,110,No,n,No,-4.77682,East,-11,99
2018-12-23,CLE,1325.110374,1350.202118,0.683810583,1365.437309,1394.050356,0.743941279,-20,92,No,n,No,-26.57097,East,-16,110
2018-12-26,CLE,1322.35656,1325.110374,0.183163078,1361.643414,1365.437309,0.242071241,-8,87,No,n,No,-27.845558,East,-20,92
2018-12-28,CLE,1317.70622,1322.35656,0.154371915,1355.801189,1361.643414,0.18866224,-24,94,No,n,No,-7.404154,East,-8,87
2018-12-29,CLE,1314.266698,1317.70622,0.336617753,1352.012386,1355.801189,0.364941733,-3,108,No,n,No,-8.089862,East,-24,94
2019-01-02,CLE,1301.18637,1314.266698,0.366979804,1336.521242,1352.012386,0.421730442,-25,92,No,n,No,-16.51985,East,-3,108
2019-01-04,CLE,1291.110092,1301.18637,0.287704635,1324.999319,1336.521242,0.322341757,-26,91,No,n,No,-23.156606,East,-25,92
2019-01-05,CLE,1279.751241,1291.110092,0.264933411,1308.256921,1324.999319,0.367751448,-35,98,No,n,No,-21.435129,East,-26,91
2019-01-08,CLE,1276.624586,1279.751241,0.20466693,1304.874845,1308.256921,0.219142163,-8,115,No,n,No,-14.485506,East,-35,98
2019-01-09,CLE,1274.790127,1276.624586,0.086603959,1302.094964,1304.874845,0.125537282,-16,124,No,n,No,-4.961114,East,-8,115
2019-01-11,CLE,1272.303413,1274.790127,0.080065504,1299.272466,1302.094964,0.089705472,-28,113,No,n,No,-4.321173,East,-16,124
2019-01-13,CLE,1292.197952,1272.303413,0.102164112,1317.364463,1299.272466,0.13380954,6,101,Yes,n,No,17.407825,East,-28,113
2019-01-16,CLE,1289.700826,1292.197952,0.110007438,1314.465846,1317.364463,0.12562559,-17,112,No,n,Yes,17.397413,East,6,101
2019-01-18,CLE,1288.208192,1289.700826,0.071951453,1312.487327,1314.465846,0.09267697,-16,99,No,n,No,-3.98976,East,-17,112
2019-01-19,CLE,1286.629281,1288.208192,0.062096664,1309.553882,1312.487327,0.108305235,-22,102,No,n,No,-3.071545,East,-16,99
2019-01-21,CLE,1267.400759,1286.629281,0.632335532,1288.391115,1309.553882,0.675820533,-16,88,No,n,No,-20.807433,East,-22,102
2019-01-23,CLE,1265.729442,1267.400759,0.069419123,1286.334585,1288.391115,0.083657058,-20,103,No,n,No,-20.899839,East,-16,88
2019-01-25,CLE,1260.964138,1265.729442,0.33708611,1281.172112,1286.334585,0.360414715,-6,94,No,n,No,-6.436621,East,-20,103
2019-01-27,CLE,1269.173171,1260.964138,0.335534672,1288.921871,1281.172112,0.361634394,3,104,Yes,n,No,3.443729,East,-6,94
2019-01-29,CLE,1277.467083,1269.173171,0.33084172,1296.622059,1288.921871,0.364522485,3,116,Yes,n,Yes,16.502945,East,3,104
2019-02-02,CLE,1269.998907,1277.467083,0.333986695,1288.255212,1296.622059,0.367242087,-13,98,No,n,Yes,0.825736,East,3,116
2019-03-08,CLE,1285.272512,1289.341445,0.175788554,1298.42861,1302.59557,0.179500283,-16,110,No,n,No,7.805429,East,-13,98
2019-03-11,CLE,1322.946283,1285.272512,0.203662481,1337.59726,1298.42861,0.187062734,25,126,Yes,n,No,33.604838,East,-16,110
2019-03-12,CLE,1321.998664,1322.946283,0.075884992,1336.239286,1337.59726,0.104771777,-7,99,No,n,Yes,36.726152,East,25,126
2019-03-14,CLE,1315.286488,1321.998664,0.189140448,1330.690882,1336.239286,0.160007712,-29,91,No,n,No,-7.659795,East,-7,99
2019-03-16,CLE,1312.071247,1315.286488,0.261414092,1327.192396,1330.690882,0.281016304,-5,116,No,n,No,-9.927417,East,-29,91
2019-03-18,CLE,1322.841572,1312.071247,0.397047767,1338.658939,1327.192396,0.369224868,7,126,Yes,n,No,7.555084,East,-5,116
2019-03-20,CLE,1336.546536,1322.841572,0.207562592,1352.936541,1338.658939,0.190003094,5,107,Yes,n,Yes,24.475289,East,7,126
2019-03-22,CLE,1333.490155,1336.546536,0.344541155,1349.722574,1352.936541,0.359311906,-2,108,No,n,Yes,10.648583,East,5,107
2019-03-24,CLE,1331.800485,1333.490155,0.066014389,1347.73351,1349.722574,0.076462935,-22,105,No,n,No,-4.746051,East,-2,108
2019-03-26,CLE,1325.972472,1331.800485,0.311711946,1341.088843,1347.73351,0.348067997,-10,106,No,n,No,-7.517683,East,-22,105
2019-03-28,CLE,1324.515263,1325.972472,0.120279034,1339.528586,1341.088843,0.127812378,-6,110,No,n,No,-7.285222,East,-10,106
2019-03-30,CLE,1320.912701,1324.515263,0.123118866,1335.690694,1339.528586,0.130239415,-24,108,No,n,No,-5.059771,East,-6,110
2015-12-01,DAL,1521.821648,1515.17575,0.429178925,1545.998933,1538.908897,0.401192168,3,115,Yes,y,No,181.895588,West,-24,108
2015-12-04,DAL,1512.644748,1521.821648,0.659061578,1535.78515,1545.998933,0.708065688,-4,96,No,y,No,-74.553804,West,3,115
2015-12-06,DAL,1527.088918,1512.644748,0.41054406,1549.53106,1535.78515,0.431860867,12,116,Yes,y,Yes,54.970721,West,-4,96
2015-12-07,DAL,1535.106975,1527.088918,0.51854414,1555.858035,1549.53106,0.602279687,7,104,Yes,y,Yes,86.106975,West,12,116
2015-12-09,DAL,1527.802159,1535.106975,0.611951809,1548.030566,1555.858035,0.642865199,-3,95,No,y,Yes,123.521548,West,7,104
2015-12-12,DAL,1517.533753,1527.802159,0.766590371,1538.497211,1548.030566,0.732972577,-3,111,No,y,Yes,-78.167861,West,-3,95
2015-12-14,DAL,1522.002927,1517.533753,0.751546668,1543.798695,1538.497211,0.712373815,10,104,Yes,y,Yes,-90.906267,West,-3,111
2015-12-16,DAL,1510.176499,1522.002927,0.32950229,1531.763413,1543.798695,0.334386992,-26,81,No,y,Yes,-89.219495,West,10,104
2015-12-18,DAL,1517.126954,1510.176499,0.618912984,1537.47119,1531.763413,0.676708544,9,97,Yes,y,Yes,58.127203,West,-26,81
2015-12-22,DAL,1513.755667,1517.126954,0.298229152,1533.407646,1537.47119,0.349079779,-4,99,No,y,Yes,-138.18446,West,9,97
2015-12-23,DAL,1516.707112,1513.755667,0.611811361,1536.719576,1533.407646,0.573450983,1,119,Yes,y,Yes,99.61498,West,-4,99
2015-12-26,DAL,1521.966506,1516.707112,0.658828244,1542.479674,1536.719576,0.631939745,7,118,Yes,y,No,91.218625,West,1,119
2015-12-28,DAL,1525.742309,1521.966506,0.785291961,1546.076849,1542.479674,0.794162639,10,103,Yes,y,Yes,-141.256164,West,7,118
2015-12-30,DAL,1557.283952,1525.742309,0.256347731,1576.623732,1546.076849,0.27095824,23,114,Yes,y,Yes,12.617235,West,10,103
2016-01-01,DAL,1540.199891,1557.283952,0.467103291,1558.651139,1576.623732,0.486249258,-24,82,No,y,Yes,-113.46779,West,23,114
2016-01-02,DAL,1528.145017,1540.199891,0.653354282,1543.424583,1558.651139,0.759998942,-7,98,No,y,Yes,-227.12902,West,-24,82
2016-01-05,DAL,1529.978348,1528.145017,0.740208831,1545.332907,1543.424583,0.731116083,1,117,Yes,y,No,80.885168,West,-7,98
2016-01-06,DAL,1543.376349,1529.978348,0.364817856,1556.101832,1545.332907,0.459355917,9,100,Yes,y,Yes,55.062312,West,1,117
2016-01-08,DAL,1538.844464,1543.376349,0.546179131,1551.466217,1556.101832,0.555634772,-1,95,No,y,Yes,225.444093,West,9,100
2016-01-10,DAL,1543.941868,1538.844464,0.643373544,1556.242828,1551.466217,0.662242854,6,93,Yes,y,Yes,78.60949,West,-1,95
2016-01-12,DAL,1539.633572,1543.941868,0.405747693,1550.888851,1556.242828,0.483286485,-3,107,No,y,Yes,136.120368,West,6,93
2016-01-13,DAL,1533.944398,1539.633572,0.212677835,1543.522442,1550.888851,0.265882391,-19,89,No,y,No,16.522588,West,-3,107
2016-01-15,DAL,1542.997161,1533.944398,0.435689287,1553.921215,1543.522442,0.37524791,6,83,Yes,y,Yes,88.708931,West,-19,89
2016-01-17,DAL,1538.876499,1542.997161,0.122949175,1549.201442,1553.921215,0.138694053,-29,83,No,y,Yes,93.946964,West,6,83
2016-01-18,DAL,1544.880721,1538.876499,0.559280428,1553.685841,1549.201442,0.653327455,5,118,Yes,y,Yes,162.694094,West,-29,83
2016-01-20,DAL,1546.979115,1544.880721,0.884343058,1556.269077,1553.685841,0.860883781,12,106,Yes,y,Yes,-153.676568,West,5,118
2016-01-22,DAL,1542.255702,1546.979115,0.437254068,1550.590149,1556.269077,0.506159109,-3,106,No,y,Yes,-67.052998,West,12,106
2016-01-24,DAL,1534.249935,1542.255702,0.386801504,1542.568832,1550.590149,0.387420686,-11,104,No,y,No,240.209015,West,-3,106
2016-01-26,DAL,1536.763367,1534.249935,0.707912171,1545.089084,1542.568832,0.707237752,2,92,Yes,y,Yes,-20.526054,West,-11,104
2016-01-27,DAL,1534.86321,1536.763367,0.077919085,1542.512143,1545.089084,0.102391839,-20,107,No,y,No,22.461771,West,2,92
2016-01-29,DAL,1537.137202,1534.86321,0.875768231,1545.284549,1542.512143,0.851905294,12,91,Yes,y,Yes,-102.098904,West,-20,107
2016-01-31,DAL,1540.079866,1537.137202,0.850858465,1548.218735,1545.284549,0.851238328,13,91,Yes,y,Yes,-286.021423,West,12,91
2016-03-03,DAL,1504.324183,1514.525628,0.76365934,1511.365775,1520.945576,0.735190597,-3,101,No,y,No,4.859044,West,13,91
2016-03-06,DAL,1500.283422,1504.324183,0.433650662,1506.945031,1511.365775,0.466093111,-2,114,No,y,No,29.320803,West,-3,101
2016-03-07,DAL,1488.882218,1500.283422,0.384247703,1492.603483,1506.945031,0.462971255,-19,90,No,y,No,-148.265802,West,-2,114
2016-03-09,DAL,1478.822476,1488.882218,0.610021152,1482.670599,1492.603483,0.604423419,-6,96,No,y,No,85.333985,West,-19,90
2016-03-12,DAL,1468.643948,1478.822476,0.578371157,1472.59783,1482.670599,0.573888811,-7,105,No,y,No,-104.22596,West,-6,96
2016-03-14,DAL,1489.059437,1468.643948,0.229218823,1492.249135,1472.59783,0.246346983,11,107,Yes,y,Yes,-196.885183,West,-7,105
2016-03-16,DAL,1488.07042,1489.059437,0.151622904,1491.190025,1492.249135,0.161064838,-1,98,No,y,No,185.228176,West,11,107
2016-03-18,DAL,1481.967468,1488.07042,0.233456462,1484.84724,1491.190025,0.241366405,-18,112,No,y,Yes,-211.002553,West,-1,98
2016-03-20,DAL,1493.061574,1481.967468,0.518412557,1495.844172,1484.84724,0.521752153,12,132,Yes,y,Yes,-29.833999,West,-18,112
2016-03-23,DAL,1489.096889,1493.061574,0.288514757,1491.994164,1495.844172,0.281380911,-6,103,No,y,No,-118.413995,West,12,132
2016-03-25,DAL,1487.894147,1489.096889,0.087784163,1490.769783,1491.994164,0.089199189,-8,120,No,y,No,-227.348034,West,-6,103
2016-03-27,DAL,1472.259275,1487.894147,0.457119185,1474.650897,1490.769783,0.468374369,-22,111,No,y,No,-73.681885,West,-8,120
2016-03-28,DAL,1485.936426,1472.259275,0.35552227,1487.743893,1474.650897,0.375138926,9,97,Yes,y,No,-102.101842,West,-22,111
2016-03-30,DAL,1488.184767,1485.936426,0.734449081,1489.86595,1487.743893,0.747318358,2,91,Yes,y,Yes,-68.937231,West,9,97
2016-12-29,DAL,1425.516701,1410.060011,0.380735071,1432.292188,1418.039603,0.416331367,12,101,Yes,n,Yes,-243.752502,West,2,91
2016-12-30,DAL,1424.876804,1425.516701,0.046652662,1431.125127,1432.292188,0.080266577,-9,99,No,n,No,9.60292,West,12,101
2017-01-03,DAL,1431.412792,1424.876804,0.616347298,1439.286401,1431.125127,0.540432548,8,113,Yes,n,Yes,-51.549012,West,-9,99
2017-01-05,DAL,1417.537243,1431.412792,0.717721436,1424.866204,1439.286401,0.735333171,-7,95,No,n,Yes,-91.377204,West,8,113
2017-01-07,DAL,1402.17667,1417.537243,0.55344192,1410.527022,1424.866204,0.525088852,-15,82,No,n,No,-138.023221,West,-7,95
2017-01-09,DAL,1397.174751,1402.17667,0.289068325,1404.191811,1410.527022,0.352852584,-9,92,No,n,No,92.765136,West,-15,82
2017-01-12,DAL,1403.805731,1397.174751,0.522878164,1410.452719,1404.191811,0.544207176,5,113,Yes,n,Yes,-260.388927,West,-9,92
2017-01-15,DAL,1414.420018,1403.805731,0.514219574,1419.366809,1410.452719,0.577623844,11,98,Yes,n,Yes,-146.321462,West,5,113
2017-01-17,DAL,1421.251538,1414.420018,0.27108333,1426.001355,1419.366809,0.284481721,1,99,Yes,n,Yes,43.287097,West,11,98
2017-01-19,DAL,1416.110611,1421.251538,0.42379159,1421.740578,1426.001355,0.363150239,-4,95,No,n,Yes,-33.989028,West,1,99
2017-01-20,DAL,1412.295753,1416.110611,0.302509557,1416.624406,1421.740578,0.386781381,-5,107,No,n,No,-105.921102,West,-4,95
2017-01-22,DAL,1430.329209,1412.295753,0.682834313,1433.931648,1416.624406,0.693675044,49,122,Yes,n,Yes,-142.134992,West,-5,107
2017-01-25,DAL,1436.791418,1430.329209,0.619927815,1440.06583,1433.931648,0.635992068,8,103,Yes,n,Yes,-116.497608,West,49,122
2017-01-26,DAL,1433.223371,1436.791418,0.194073954,1436.728882,1440.06583,0.183025008,-11,98,No,n,Yes,-349.527093,West,8,103
2017-01-29,DAL,1448.958847,1433.223371,0.112704696,1452.624938,1436.728882,0.109434696,4,105,Yes,n,Yes,-147.995715,West,-11,98
2017-01-30,DAL,1459.351158,1448.958847,0.41265081,1463.312255,1452.624938,0.400444211,7,104,Yes,n,Yes,-193.027855,West,4,105
2017-02-01,DAL,1467.305613,1459.351158,0.706912331,1470.330044,1463.312255,0.736675417,18,113,Yes,n,Yes,9.321827,West,7,104
2017-02-03,DAL,1477.364775,1467.305613,0.298935713,1480.1845,1470.330044,0.308370888,4,108,Yes,n,Yes,-90.401947,West,18,113
2017-02-06,DAL,1467.241712,1477.364775,0.311085469,1468.150668,1480.1845,0.359697832,-23,87,No,n,Yes,-109.557011,West,4,108
2017-02-07,DAL,1462.961678,1467.241712,0.522754805,1462.99644,1468.150668,0.601219431,-1,113,No,n,No,-118.156092,West,-23,87
